카페,이스틀리,제주특별자치도 서귀포시 성산읍 산성효자로114번길 131-1 미래동 2층,070-7768-2200,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1751092729
카페,하늘꽃,제주특별자치도 서귀포시 대정읍 송악관광로 317,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F37835399DC8A4329A2D309CDA8F49FFF
디저트카페,색달로망스,제주특별자치도 서귀포시 색달로72번길 1 1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F378AC39F0E4F402FB4CCB19A52AA2B07
카페,브라보비치,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,,
카페,페이보리오리,제주특별자치도 서귀포시 효돈순환로 252,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FF1F74C13E1B84E9E85A403D1B68DAD79
카페,쉬어갓,제주특별자치도 서귀포시 성산읍 일주동로 5023 1층,064-784-2492,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5B6CEE477596428B80809950FA875FF1
카페,초가헌,제주특별자치도 서귀포시 표선면 중산간동로 4628,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F3BD73930A35243B1BC0C7AC6B2768D09
카페,수망일기,제주특별자치도 서귀포시 남원읍 남조로 593-2,010-5284-9581,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F805C87A16511419B8CB9B9D458E48524
커피전문점,커피맛이멜로,제주특별자치도 서귀포시 안덕면 신화역사로 752,064-792-7971,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2A19BDD1C3104EB39D9DE47DEDE9C753
커피전문점,스타벅스 제주에듀시티점,제주특별자치도 서귀포시 대정읍 에듀시티로 36,1522-3232,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDFDC03DECB89495FA6DC3C35899E5DD9
커피전문점,에이바우트커피 토평점,제주특별자치도 서귀포시 516로 73,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCD3C2BEE3A244835BB237DEA6536D05C
카페,카페폴린,제주특별자치도 서귀포시 칠십리로 194 1층,070-7797-4226,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1482354189
전통찻집,다린,제주특별자치도 서귀포시 법환로 11,064-739-7772,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FDA330DDA14AC423FAF9333BB75003EE9
카페,망고홀릭,제주특별자치도 서귀포시 막숙포로 83,064-739-3339,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F8374B59DEFE143D8A1693960A852BBDE
카페,카노푸스,제주특별자치도 서귀포시 중문관광로 196,064-735-3036,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA0937BCE632E4156AAD7B3C6EFE690C3
커피전문점,무로이,제주특별자치도 서귀포시 안덕면 동광본동로 21,070-5111-9979,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FD68C66225A4A4ECCBE44254B8CE55487
카페,케렌시아카페,제주특별자치도 서귀포시 칠십리로658번길 27-18,064-732-1305,
카페,카페루핀,제주특별자치도 서귀포시 대정읍 형제해안로 272,010-9344-2855,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F450199B7539242049A42F604747BF78F
카페,르피크닉,제주특별자치도 서귀포시 안덕면 대평로 39,064-739-3869,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB6FA63CDABEA435597C61F12EE098DF8
카페,세러데이아일랜드,제주특별자치도 서귀포시 남원읍 남한로21번길 28,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F6D38275EAB2A4C5EAF7708AA43C27526
카페,꽁떼네도르,제주특별자치도 서귀포시 1100로 219,064-738-1925,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F21EF9A070A67458F86FB04828B1E6A49
카페,감저,제주특별자치도 서귀포시 대정읍 대한로 22,064-794-5929,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F58B69A714F8046DE824C646A0F5880C2
카페,오하효,제주특별자치도 서귀포시 칠십리로 752 2층,010-2679-4275,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F89CC01B67D8245688EFDE9ECCBE0CFC8
카페,코데인커피로스터스,제주특별자치도 서귀포시 안덕면 사계북로 76,010-9344-2127,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F3110E829003C454FBD0413970AF2189F
커피전문점,카페지니,제주특별자치도 서귀포시 남원읍 공천포로11번길 19,064-733-6798,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF90A5536FB98458AB3559143F47824B3
카페,핫마마,제주특별자치도 서귀포시 안덕면 녹차분재로 193,064-794-1203,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F43FC13F9305D47EAAA2627F8002386B8
디저트카페,팡송,제주특별자치도 서귀포시 남원읍 태위로115번길 1,064-743-0636,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F796576DD480F47BDAE29FC1FCF529D4F
카페,망고레이 천지연폭포점,제주특별자치도 서귀포시 남성중로 2-3,064-733-5425,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F0A158191710B444B8858453914E982CB
커피전문점,나비정원,제주특별자치도 서귀포시 대정읍 신영로 60-7,064-792-2688,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC7D80ADEBD6F4840840B45EA1C3FBBA3
카페,아일랜드라디오,제주특별자치도 서귀포시 칠십리로658번길 27-13,064-900-1314,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fb37502f96ba0400b280e44e2f59cb8ed7215778f
카페,레이지박스,제주특별자치도 서귀포시 안덕면 산방로 208,064-792-1254,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F35755D05467E41389432A50419D67D81
카페,카페 가드니아,제주특별자치도 서귀포시 표선면 표선동서로 151,070-7715-3772,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F22123F39585343AF08
카페,효은양갱,제주특별자치도 서귀포시 안덕면 덕수회관로 14,064-794-8887,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fca4259a60459a9ba258a80a18d55b208de7e3648
카페,너븐,제주특별자치도 서귀포시 칠십리로214번길 26,,
카페,제주그림카페,제주특별자치도 서귀포시 안덕면 녹차분재로 218,064-794-9224,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDA56CF36BA81406C88CCB354D04EE298
카페,하버39,제주특별자치도 서귀포시 천지연로 39,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA801EF1803DB48C289C1498A0BC8A358
카페,숨비아일랜드,제주특별자치도 서귀포시 성산읍 신천서로 91,070-8851-1273,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FA8C729191904457AA03FBB21DE73E03C
커피전문점,에이바우트커피 올레시장점,제주특별자치도 서귀포시 중정로62번길 4,064-739-2666,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFD18795E9C594388975CE1B666EB61F3
디저트카페,카페을리,제주특별자치도 서귀포시 안덕면 병악로 90,064-794-1708,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FF287E481B0654BC192BE17E8A1F15AEC
디저트카페,제주당,제주특별자치도 서귀포시 막숙포로 74,070-4177-3377,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCC99E821D6B34EFE9D388A3891D2AD37
카페,플라이오조,제주특별자치도 서귀포시 성산읍 오조로85번길 44,064-783-2454,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F0BD631CC8BF649A1B2393E0A0C1453BB
카페,인더오조,제주특별자치도 서귀포시 성산읍 해맞이해안로 2768,010-2818-0705,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF2571653BF954896947D0EAE12DB97F2
카페,식물집카페,제주특별자치도 서귀포시 서호로 21-3 1층,010-8908-8815,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F84684DBE11DC418EA2D5C02A8689861E
디저트카페,소소희,제주특별자치도 서귀포시 대정읍 영어도시로 27-2 1층,064-792-1407,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5ACA5B69ED8D49F0A7579DD02E2A60AF
카페,느린제주,제주특별자치도 서귀포시 막숙포로 100,064-739-7706,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F89E21758214A4AB8BC1BB64AFEA24523
카페,카페 유디에이,제주특별자치도 서귀포시 속골로 13-7,070-7757-0000,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F8B947A3E01C04BCD92EB3ACABFD24024
카페,오르바,제주특별자치도 서귀포시 보목포로 78,0507-1440-8202,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB77FD89CBC6848CD9CD3D19C7EBBAB28
카페,에이바우트커피뷰 강정점,제주특별자치도 서귀포시 선반로65번길 37-31,064-738-5856,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB9C80DBC3BE649A4BB1C25329434F833
카페,카페멘도롱,제주특별자치도 서귀포시 대정읍 하모항구로 70,064-792-3727,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC6BD59770DF54E0E85F00FA9DA605C1E
디저트카페,카페 갤럭시아,제주특별자치도 서귀포시 안덕면 사계남로216번길 29 플레이사계 105호,064-792-1584,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fa067d9dbe880f24d79b9d1275fba380d853bf6d7
카페,카페오름,제주특별자치도 서귀포시 성산읍 삼달로 128,064-784-4554,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD587656AC6BC4DDB9739E8C9F02210C8
카페,초이당,제주특별자치도 서귀포시 남원읍 남태해안로 259,064-764-8142,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FBA69B0B5190242B4BC86D0E5BCA13DCA
디저트카페,커피먹는고냉이,제주특별자치도 서귀포시 성산읍 신양로 103,064-782-1182,
카페,레드브라운,제주특별자치도 서귀포시 안덕면 난드르로 49-50 해녀회관 2층,064-764-8882,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5117AB338305409D8DCC0E7D487DB3A3
커피전문점,세탁쏘,제주특별자치도 서귀포시 동홍서로 104-10,070-4799-0718,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4A368C24F46A4B6FA7C4E2D009850AE4
커피전문점,카페사우다드,제주특별자치도 서귀포시 대정읍 하모이삼로51번길 28,064-772-1327,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F50AD8F24A4A14F89A9D3D7CD0876AB18
카페,커피가게쉬고가게,제주특별자치도 서귀포시 표선면 민속해안로 593,064-787-6098,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F3DB5A02DA79541459A1C308DC014F388
테마카페,니나수족욕카페,제주특별자치도 서귀포시 안덕면 대평로 29,064-738-9800,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEF693B8B730F42578471FBBB81022D02
카페,벨라위미,제주특별자치도 서귀포시 남원읍 태위로151번길 14-14,010-3277-9291,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCFC3FC5D2FA7432496689CE1784A47E2
카페,슬레이트룸,제주특별자치도 서귀포시 안덕면 덕수서로 169,010-9119-1452,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F923F8FA101C7416599FEB3F3A384C2EF
카페,게우지코지인갤러리 커피하우스,제주특별자치도 서귀포시 보목포로 177,064-763-5555,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9E53BC2FD7024AE79A2903E6EBC910C5
카페,유동커피팩토리,제주특별자치도 서귀포시 솜반천로6번길 11,0507-1343-6663,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9AE4F7C16DD847AD97EF0698B086BE02
카페,고스란,"제주특별자치도 서귀포시 안덕면 병악로 81-40 1, 2층",010-4033-5969,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_716177110
생과일전문점,리치망고 쇠소깍점,제주특별자치도 서귀포시 쇠소깍로 164,064-733-2785,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F0C96A0E6B29049C193050575E4336BDF
카페,다카포카페,"제주특별자치도 서귀포시 표선면 표선백사로110번길 6 1, 2층",064-787-1600,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F75B86FF1BBA54893B61964526DA943A7
카페,제주몽,제주특별자치도 서귀포시 천제연로 194,064-738-8869,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3175649CDD1E48A6B391B6215F97A3AA
카페,아뽀밍고,제주특별자치도 서귀포시 성산읍 일출로 230,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAFF03BDB635549C6853B449102E3CEC9
카페,꽃썸,제주특별자치도 서귀포시 안덕면 동광로 151,064-792-1165,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0479ED28B58F43229917E5B3BCC93414
카페,에이바우트커피 혁신도시점,제주특별자치도 서귀포시 서호남로32번길 37 1층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F4A4EC2153D72441D8F478AA9D3584496
카페,그레이1766,제주특별자치도 서귀포시 상예로 259 1층,064-738-5968,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F234F214656A0703029
북카페,여행가게,제주특별자치도 서귀포시 남원읍 태위로 929,010-6496-4929,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FD4BD22C749CB4FB69588BEF0EE7130ED
테마카페,소담,제주특별자치도 서귀포시 막숙포로 152 2층,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8EE53FFEEF7B485CA74203648F3FD893
카페,섶섬지기,제주특별자치도 서귀포시 보목로64번길 79,064-767-7004,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F610253A2E7DD460BB14F910FC83BDFFD
카페,크래커스커피 대정점,제주특별자치도 서귀포시 대정읍 보성구억로126번길 34,064-792-8900,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC4BCF89F94A54706AFDFF15BDEFD1EF1
카페,롯데호텔제주 풍차라운지,제주특별자치도 서귀포시 중문관광로72번길 35 야외정원 풍차동,064-731-4260,
카페,가든오브우아당,제주특별자치도 서귀포시 이어도로 986-1 1층,064-739-4860,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAAB115397FE246CE9EEE802FD728030A
카페,논짓물해수족욕카페,제주특별자치도 서귀포시 논짓물로 13,064-738-8500,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F01FC847D8ADC4BF698EDD8ABD6FE2E4F
디저트카페,카페 로하,제주특별자치도 서귀포시 성산읍 금백조로 87 1층,010-6784-2509,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB79089467F0144E7A03AA41C84662A59
커피전문점,투썸플레이스 서귀포신시가지점,"제주특별자치도 서귀포시 신서귀로 31 2,3층",064-738-2496,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F54C10641998D4FA29ABA9757371313D9
커피전문점,해비치불턱,제주특별자치도 서귀포시 표선면 민속해안로 384,064-787-7707,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FFF736A28DA7A47C4A0BAA948A553D984
카페,솔빛바다,제주특별자치도 서귀포시 서홍동 795-1,064-733-5578,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F5A2373D0EB2D487F9002A6BBA6F31D66
카페,카페148,제주특별자치도 서귀포시 성산읍 삼달로 148,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F056DBEFD45EE48DCB832B26A7EFA6984
카페,더노벰버라운지 서귀포강정,제주특별자치도 서귀포시 말질로 322,0507-1391-1983,
카페,오로라공주,제주특별자치도 서귀포시 안덕면 중산간서로1615번길 252-11,070-4240-6358,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F982AF3D3A1BB4D59B7BBBA3CCEF7495D
카페,바당카페,제주특별자치도 서귀포시 대포로 172-8,064-738-0266,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FFD68DCD03ACA4AAFB833D9AF512B5BB5
디저트카페,낭만팥집,제주특별자치도 서귀포시 동홍서로96번길 17,010-2738-0074,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F53B17B3FEDCE409CAED219DA224FA02B
커피전문점,써니하우스커피,제주특별자치도 서귀포시 안덕면 산방로 212,064-794-9777,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F066A6E0C6A104247BC2792284D83D531
커피전문점,낭 커피,제주특별자치도 서귀포시 남원읍 하례돈야로 4,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE19E103AF15244BA8F87E2AAFCFC229E
카페,의문당,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,064-792-3255,
카페,루페이퍼,제주특별자치도 서귀포시 대정읍 서삼중로 217,0507-1377-5235,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F6B9C0F4DE771455D9831BC422F380EC5
카페,모레기동타잔,제주특별자치도 서귀포시 배낭골로21번길 13,064-733-5225,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FBBDCDF09E56A441B9730932898E40FC9
디저트카페,제주호랭이 성산점,제주특별자치도 서귀포시 성산읍 일출로 274-1 2층,064-783-6211,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FF2BA7E238A05499EBD901B790A233FE2
카페,파시랑,제주특별자치도 서귀포시 태평로 415,064-733-8125,
카페,감따남,제주특별자치도 서귀포시 월산로 16,,
카페,카페테,제주특별자치도 서귀포시 천제연로 311,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1A14CC59D5A541E285A176E72FAD38EB
카페,파피용 살롱드떼,제주특별자치도 서귀포시 표선면 표선백사로 117-1,010-9124-3376,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F82C8D6CEA76946658333336BA1CA1A2D
카페,유나카페,제주특별자치도 서귀포시 남원읍 공천포로 81,064-732-6969,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F53A69737050544EC9006FABD80DF43D8
카페,간세다리족욕카페,제주특별자치도 서귀포시 중정로 17-1 2층,064-732-1100,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F22C10D31F87E43E4816D2D9724AE8EA7
카페,포레스타,제주특별자치도 서귀포시 칠십리로 264,,
카페,애플망고1947,제주특별자치도 서귀포시 대정읍 중산간서로 2602,064-732-1947,
카페,자구리몬들락,제주특별자치도 서귀포시 칠십리로 113 1층,064-733-0932,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F7BA1A7A2B7584ED3A2F97A8A8649F227
생과일전문점,과일카페 유진팡,제주특별자치도 서귀포시 중산간동로 8299,064-738-3116,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F189530D2E44247CE9B70B24B54E74FE7
디저트카페,서귀당,제주특별자치도 서귀포시 태평로 449 1층,070-7723-4909,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4CDE383CAC36422B922197AB792E8354
테마카페,서광리123,제주특별자치도 서귀포시 안덕면 중산간서로 1769,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9DB79FAC35674EBA8AF7E169D2E6E6E0
